sale_dollars
7.5
7.5
8.45
7.4
7.4
7.4
7.4
7.4
7.4
28.5
42.75
32.25
32.25
45.0
38.7
45.0
13.46
4.97
37.35
6.45
15.0
15.0
16.8
6.45
5.9
7.2
8.91
8.91
14.85
14.85
14.85
8.91
8.91
8.91
8.91
8.91
14.93
14.93
11.03
11.03
11.03
11.03
11.03
14.93
14.93
11.03
11.03
11.03
11.03
11.03
11.03
11.03
11.03
14.93
14.93
14.93
11.03
11.03
11.03
14.93
11.03
14.93
11.03
11.03
11.03
11.03
14.93
14.93
11.03
11.03
14.93
11.03
11.03
14.93
14.93
11.03
14.93
11.03
14.93
11.03
11.03
14.93
14.93
11.03
14.93
11.03
14.93
11.03
14.93
11.03
14.93
11.03
11.03
11.03
14.93
14.93
11.03
11.03
14.93
14.93
14.93
11.03
11.03
11.03
11.03
11.03
11.03
11.03
6.0
6.0
11.03
11.03
11.03
11.03
11.03
11.03
11.03
14.93
14.93
11.03
11.03
11.03
11.03
11.03
14.93
11.03
14.93
11.03
11.03
11.03
11.03
11.03
14.93
11.03
11.03
14.93
11.03
11.03
14.93
14.93
14.93
11.03
11.03
14.93
11.03
14.93
11.03
11.03
11.03
11.03
11.03
7.74
12.75
10.2
12.75
10.2
12.75
13.31
13.31
10.2
12.75
12.75
12.75
12.75
12.75
12.75
12.75
12.75
12.75
12.75
13.31
12.75
10.2
13.31
12.75
10.2
12.75
10.2
12.75
13.31
12.75
13.31
12.75
13.31
10.2
12.75
10.2
12.75
12.75
12.75
12.75
10.2
10.2
12.75
12.75
12.75
13.31
12.75
10.2
12.75
12.75
12.75
12.75
12.75
12.75
12.75
12.75
12.75
12.75
12.75
10.2
10.2
12.75
10.2
12.75
12.75
10.2
12.75
13.31
12.75
12.75
10.2
12.75
13.31
12.75
7.74
6.9
44.01
44.01
6.9
6.9
7.34
6.9
7.34
6.9
7.34
7.34
6.9
6.9
6.9
6.9
14.85
14.85
14.85
14.85
14.85
19.8
14.85
14.85
14.85
17.82
14.85
14.85
14.85
14.85
17.82
14.85
14.85
14.85
17.82
17.82
14.85
14.85
17.82
11.88
11.88
11.88
22.35
48.6
44.78
44.78
10.95
12.45
12.45
12.45
10.95
12.45
12.45
12.45
10.5
10.5
8.1
10.5
8.1
10.5
10.5
10.5
8.1
8.1
10.5
8.1
8.1
10.5
8.1
10.5
10.5
8.1
8.1
10.5
8.1
8.1
8.1
10.5
10.5
10.5
8.1
10.5
10.5
8.1
10.5
8.1
10.5
10.5
10.5
10.5
10.5
8.1
10.5
8.1
8.1
8.1
8.1
10.5
8.1
10.5
8.1
10.5
8.1
10.5
8.1
8.1
10.5
8.1
10.5
10.5
8.1
8.1
24.66
25.2
24.66
25.2
24.66
25.2
24.66
25.2
25.2
22.41
22.41
18.68
18.68
8.1
8.1
8.1
8.1
8.1
8.1
9.26
9.26
9.26
9.26
9.26
9.26
9.26
9.26
9.26
9.26
9.26
9.26
9.26
9.26
9.26
9.26
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
8.1
8.1
10.5
10.5
10.5
10.5
8.1
8.7
8.7
8.7
8.7
45.0
13.59
13.59
13.59
13.59
17.25
13.59
17.25
13.59
13.59
17.25
13.59
13.59
13.59
17.25
17.25
13.59
17.25
13.59
17.25
13.59
13.59
13.59
13.59
17.25
17.25
13.59
13.59
13.59
13.59
17.25
13.59
17.25
17.25
17.25
13.59
17.25
13.59
13.59
17.25
17.25
17.25
17.25
17.25
17.25
17.25
13.59
13.59
13.59
17.25
13.59
13.59
17.25
13.59
13.59
13.59
13.59
17.25
13.59
17.25
13.59
17.25
13.59
13.59
17.25
17.25
17.25
13.59
13.59
13.59
13.59
8.1
10.5
10.5
8.1
8.1
8.1
8.1
10.5
10.5
8.1
10.5
10.5
8.1
10.5
8.1
10.5
10.5
10.5
10.5
8.1
10.5
10.5
8.1
8.1
8.7
8.7
8.7
8.7
8.7
8.7
8.7
8.7
9.57
9.57
9.57
6.38
9.57
9.57
8.7
8.7
8.7
8.1
8.1
10.5
8.1
8.1
8.1
10.5
8.1
10.5
10.5
8.1
8.1
10.5
8.1
8.1
9.0
9.0
9.0
9.0
7.5
10.5
8.1
8.1
8.1
10.5
10.5
10.5
8.1
10.5
8.1
10.5
8.1
8.1
10.5
8.1
10.5
8.1
8.1
10.5
10.5
10.5
8.1
10.5
10.5
8.1
8.1
10.5
8.1
8.1
8.1
8.1
8.1
8.1
7.5
8.7
8.7
8.7
8.7
8.7
8.7
8.7
8.7
10.5
8.1
8.1
8.1
8.1
17.85
17.85
22.5
22.5
8.1
10.5
10.5
10.5
8.1
10.5
8.1
8.1
10.5
8.1
8.1
8.1
10.5
8.1
10.5
8.1
8.1
10.5
10.5
10.5
8.1
8.1
8.1
10.5
8.1
10.5
8.1
8.1
45.0
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
4.95
25.2
25.2
8.82
8.82
8.82
8.82
8.82
8.82
7.74
7.74
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
11.88
30.0
30.0
10.8
5.88
5.88
5.88
5.88
5.88
5.88
5.88
5.88
6.75
6.2
6.75
6.2
6.2
6.75
6.75
6.2
6.2
6.75
6.2
6.75
6.2
6.2
6.2
6.2
6.2
6.75
6.2
6.75
6.2
6.75
6.2
6.2
6.75
6.2
6.2
6.2
6.2
6.2
9.32
9.32
9.32
7.74
7.43
8.82
45.0
45.0
54.0
54.0
45.0
7.05
7.05
7.05
7.05
7.05
7.05
7.05
7.05
7.05
7.05
7.05
7.05
7.05
7.05
7.05
7.05
7.05
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.31
8.82
5.27
6.9
6.9
6.9
6.9
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
11.21
6.93
6.45
6.45
6.45
6.45
6.45
6.45
6.45
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
19.2
7.25
7.25
6.45
11.18
14.93
6.45
6.45
6.45
14.93
10.28
